id,catalog_lamps_id,etm_code,oracl_code,short_box_name_wms,catalog_1c,box_name,description,comments,is_active,archived_at,created_at,updated_at
178,1384,R5001147,454837,LADLED1M1235L,500-1-М-12-35 лира,ДО-35w IP67 5215Лм 5000К 60х120°12V,"Светильник светодиодный LAD LED R500-1-M-12-35L 35Вт 5000К IP67 DC 12/24В КСС типа ""Ш"" крепление на лире LADesign LADLED1M1235L",,true,,2025-01-26 23:14:47+00,2025-01-26 23:14:47+00
179,1594,R500E1105,1423155,LADLED1M1235L2EX,500-1-М-12-35 2Ex лира,ДО-35w IP65 5215Лм 5000К 150х70° 12V 2Ex,"Светильник взрывозащищенный LAD LED R500-1-M-12-35L 2Ex 35Вт 5000K IP65 12В КСС типа ""Ш"" крепление на лире LADesign LADLED1M1235L2EX",,true,,2025-01-26 23:14:47+00,2025-01-26 23:14:47+00
180,1377,,,,,,,,true,,2025-01-26 23:14:47+00,2025-01-26 23:14:47+00
181,1649,R500E1080,1423191,LADLED1M3635K2EX,500-1-М-36-35 2Ex консоль,ДКУ-35w IP65 5215Лм 5000К 150х70° 36V 2Ex,"Светильник светодиодный LAD LED R500-1-M-36-35K 2Ex 35Вт 5000К IP65 36В взрывозащ. КСС типа ""Ш"" консольн. крепление LADesign LADLED1M3635K2EX",,true,,2025-01-26 23:14:47+00,2025-01-26 23:14:47+00
182,1370,,,,,,,,true,,2025-01-26 23:14:47+00,2025-01-26 23:14:47+00
183,1642,R500E1075,1423192,LADLED1M3635L2EX,500-1-М-36-35 2Ex лира,ДО-35w IP65 5215Лм 5000К 150х70° 36V 2Ex,"Светильник светодиодный LAD LED R500-1-M-36-35L 2Ex 35Вт 5000К IP65 36В взрывозащ. КСС типа ""Ш"" крепление на лире LADesign LADLED1M3635L2EX",,true,,2025-01-26 23:14:47+00,2025-01-26 23:14:47+00
184,1489,R5001014,300634,LADLED1M635K,500-1-М-6-35 консоль,ДКУ-35w IP67 5215Лм 5000К 150х70°,"Светильник светодиодный LAD LED R500-1-M-6-35K 35Вт 5000К IP67 230В КСС типа ""Ш"" консольное крепление LADesign LADLED1M635K",НЛ,true,,2025-01-26 23:14:47+00,2025-01-26 23:14:47+00
185,1746,R500E1010,1423088,LADLED1M635K2EX,500-1-М-6-35 2Ex консоль,ДКУ-35w IP65 5215Лм 5000К 150х70° 2Ex,"Светильник взрывозащищенный LAD LED R500-1-M-6-35K 2Ex 35Вт 5000К IP65 230В КСС типа ""Ш"" консольное крепление LADesign LADLED1M635K2EX",,true,,2025-01-26 23:14:47+00,2025-01-26 23:14:47+00
186,1503,R5001007,309205,LADLED1M635L,500-1-М-6-35 лира,ДО-35w IP67 5215Лм 5000К 150х70°,"Светильник светодиодный LAD LED R500-1-M-6-35L 35Вт 5000К IP67 230В КСС типа ""Ш"" крепление на лире LADesign LADLED1M635L",,true,,2025-01-26 23:14:47+00,2025-01-26 23:14:47+00
187,1739,R500E1005,1423089,LADLED1M635L2EX,500-1-М-6-35 2Ex лира,ДО-35w IP65 5215Лм 5000К 150х70° 2Ex,"Светильник взрывозащищенный LAD LED R500-1-M-6-35L 2Ex 35Вт 5000К IP65 230В КСС типа ""Ш"" крепление на лире LADesign LADLED1M635L2EX",,true,,2025-01-26 23:14:47+00,2025-01-26 23:14:47+00
188,1482,R5001028,300635,LADLED1M655K,500-1-М-6-55 консоль,ДКУ-55w IP67 7835Лм 5000К 60х120°,"Светильник светодиодный LAD LED R500-1-M-6-55K 55Вт 5000К IP67 230В КСС типа ""Ш"" консольное крепление LADesign LADLED1M655K",НЛ,true,,2025-01-26 23:14:47+00,2025-01-26 23:14:47+00
189,1732,R500E1020,1423098,LADLED1M655K2EX,500-1-М-6-55 2Ex консоль,ДКУ-55w IP65 7835Лм 5000К 150х70° 2Ex,"Светильник взрывозащищенный LAD LED R500-1-M-6-55K 2Ex 55Вт 5000К IP65 230В КСС типа ""Ш"" консольное крепление LADesign LADLED1M655K2EX",,true,,2025-01-26 23:14:47+00,2025-01-26 23:14:47+00
190,1510,R5001021,304295,LADLED1M655L,500-1-М-6-55 лира,ДО-55w IP67 7835Лм 5000К 60х120°,"Светильник светодиодный LAD LED R500-1-M-6-55L 55Вт 5000К IP67 230В КСС типа ""Ш"" крепление на лире LADesign LADLED1M655L",,true,,2025-01-26 23:14:47+00,2025-01-26 23:14:47+00
191,1725,R500E1015,1423099,LADLED1M655L2EX,500-1-М-6-55 2Ex лира,ДО-55w IP65 7835Лм 5000К 150х70° 2Ex,"Светильник взрывозащищенный LAD LED R500-1-M-6-55L 2Ex 55Вт 5000К IP65 230В КСС типа ""Ш"" крепление на лире LADesign LADLED1M655L2EX",,true,,2025-01-26 23:14:47+00,2025-01-26 23:14:47+00
192,1475,R5001042,313712,LADLED1M670K,500-1-М-6-70 консоль,ДКУ-70w IP67 9450Лм 5000К 150х70°,"Светильник светодиодный LAD LED R500-1-M-6-70K 70Вт 5000К IP67 230В КСС типа ""Ш"" консольное крепление LADesign LADLED1M670K",,true,,2025-01-26 23:14:47+00,2025-01-26 23:14:47+00
193,1496,R5001035,340885,LADLED1M670L,500-1-М-6-70 лира,ДО-70w IP67 9450Лм 5000К 150х70°,"Светильник светодиодный LAD LED R500-1-M-6-70L 70Вт 5000К IP67 230В КСС типа ""Ш"" крепление на лире LADesign LADLED1M670L",,true,,2025-01-26 23:14:47+00,2025-01-26 23:14:47+00
194,1389,,454840,LADLED1O1235K,,,Светильник светодиодный LAD LED R500-1-O-12-35K 35Вт 5000К IP67 DC 12/24В рассеив. опал консольное крепление LADesign LADLED1O1235K,,true,,2025-01-26 23:14:47+00,2025-01-26 23:14:47+00
195,1599,,,,,,,,true,,2025-01-26 23:14:47+00,2025-01-26 23:14:47+00
196,1382,,454841,LADLED1O1235L,,,Светильник светодиодный LAD LED R500-1-O-12-35L 35Вт 5000К IP67 DC 12/24В рассеив. опал крепление на лире LADesign LADLED1O1235L,,true,,2025-01-26 23:14:47+00,2025-01-26 23:14:47+00
197,1592,,,,,,,,true,,2025-01-26 23:14:47+00,2025-01-26 23:14:47+00
198,1375,,,,,,,,true,,2025-01-26 23:14:47+00,2025-01-26 23:14:47+00
199,1647,,,,,,,,true,,2025-01-26 23:14:47+00,2025-01-26 23:14:47+00
200,1368,,,,,,,,true,,2025-01-26 23:14:47+00,2025-01-26 23:14:47+00
201,1640,,,,,,,,true,,2025-01-26 23:14:47+00,2025-01-26 23:14:47+00
202,1487,,450027,LADLED1O635K,,,Светильник светодиодный LAD LED R500-1-O-6-35K 35Вт 5000К IP67 230В рассеив. опал консольное крепление LADesign LADLED1O635K,,true,,2025-01-26 23:14:47+00,2025-01-26 23:14:47+00
203,1744,,,,,,,,true,,2025-01-26 23:14:47+00,2025-01-26 23:14:47+00
204,1501,,450028,LADLED1O635L,,,Светильник светодиодный LAD LED R500-1-O-6-35L 35Вт 5000К IP67 230В рассеив. опал крепление на лире LADesign LADLED1O635L,,true,,2025-01-26 23:14:47+00,2025-01-26 23:14:47+00
205,1737,,1824311,LADLED1O635L2EX,,,Светильник взрывозащищенный LAD LED R500-1-O-6-35L 2Ex 35Вт 5000К IP65 230В рассеив. опал крепление на лире LADesign LADLED1O635L2EX,,true,,2025-01-26 23:14:47+00,2025-01-26 23:14:47+00
206,1471,,,,,,,,true,,2025-01-26 23:14:47+00,2025-01-26 23:14:47+00
207,1480,,450031,LADLED1O655K,,,"Светильник светодиодный LAD LED R500-1-O-6-55K 55Вт 5000К IP67 230В КСС типа ""Г"" консольное крепление LADesign LADLED1O655K",,true,,2025-01-26 23:14:47+00,2025-01-26 23:14:47+00
208,1730,,,,,,,,true,,2025-01-26 23:14:47+00,2025-01-26 23:14:47+00
209,1508,,445542,LADLED1O655L,,,Светильник светодиодный LAD LED R500-1-O-6-55L 55Вт 5000К IP67 230В рассеив. опал крепление на лире LADesign LADLED1O655L,,true,,2025-01-26 23:14:47+00,2025-01-26 23:14:47+00
210,1723,,,,,,,,true,,2025-01-26 23:14:47+00,2025-01-26 23:14:47+00
211,1469,,,,,,,,true,,2025-01-26 23:14:47+00,2025-01-26 23:14:47+00
212,1473,,450037,LADLED1O670K,,,Светильник светодиодный LAD LED R500-1-O-6-70K 70Вт 5000К IP67 230В рассеив. опал консольное крепление LADesign LADLED1O670K,,true,,2025-01-26 23:14:47+00,2025-01-26 23:14:47+00
213,1494,,450038,LADLED1O670L,,,Светильник светодиодный LAD LED R500-1-O-6-70L 70Вт 5000К IP67 230В рассеив. опал крепление на лире LADesign LADLED1O670L,,true,,2025-01-26 23:14:47+00,2025-01-26 23:14:47+00
214,1390,R5001153,454838,LADLED1W1235K,500-1-В-12-35 консоль,ДКУ-35w IP67 5215Лм 5000К 100х15° 12V,"Светильник светодиодный LAD LED R500-1-W-12-35K 35Вт 5000К IP67 DC 12/24В КСС типа ""Ш"" консольное крепление LADesign LADLED1W1235K",W;нет фотографии,true,,2025-01-26 23:14:47+00,2025-01-26 23:14:47+00
215,1601,,,,,,,,true,,2025-01-26 23:14:47+00,2025-01-26 23:14:47+00
216,1383,R5001146,454839,LADLED1W1235L,500-1-В-12-35 лира,ДО-35w IP67 5215Лм 5000К 100х15° 12V,"Светильник светодиодный LAD LED R500-1-W-12-35L 35Вт 5000К IP67 DC 12/24В КСС типа ""Ш"" крепление на лире LADesign LADLED1W1235L",W;нет фотографии,true,,2025-01-26 23:14:47+00,2025-01-26 23:14:47+00
217,1593,,,,,,,,true,,2025-01-26 23:14:47+00,2025-01-26 23:14:47+00
218,1376,,,,,,,,true,,2025-01-26 23:14:47+00,2025-01-26 23:14:47+00
219,1648,,,,,,,,true,,2025-01-26 23:14:47+00,2025-01-26 23:14:47+00
220,1369,,,,,,,,true,,2025-01-26 23:14:47+00,2025-01-26 23:14:47+00
221,1641,,,,,,,,true,,2025-01-26 23:14:47+00,2025-01-26 23:14:47+00
222,1488,R5001013,1669641,LADLED1W635K,500-1-В-6-35 консоль,ДКУ-35w IP67 5215Лм 5000К 100х15°,"Светильник светодиодный LAD LED R500-1-W-6-35K 35Вт 5000К IP67 230В КСС типа ""Ш"" консольное крепление LADesign LADLED1W635K",стандарт;нет фотографии,true,,2025-01-26 23:14:47+00,2025-01-26 23:14:47+00
223,1745,,,,,,,,true,,2025-01-26 23:14:47+00,2025-01-26 23:14:47+00
224,1502,R5001006,1669640,LADLED1W635L,500-1-В-6-35 лира,ДО-35w IP67 5215Лм 5000К 100х15°,"Светильник светодиодный LAD LED R500-1-W-6-35L 35Вт 5000К IP67 230В КСС типа ""Ш"" крепление на лире LADesign LADLED1W635L",стандарт;нет фотографии,true,,2025-01-26 23:14:47+00,2025-01-26 23:14:47+00
225,1738,,,,,,,,true,,2025-01-26 23:14:47+00,2025-01-26 23:14:47+00
226,1481,R5001027,407359,LADLED1W655K,500-1-В-6-55 консоль,ДКУ-55w IP67 7835Лм 5000К 100х15°,"Светильник светодиодный LAD LED R500-1-W-6-55K 55Вт 5000К IP67 230В КСС типа ""Ш"" консольное крепление LADesign LADLED1W655K",нет фотографии,true,,2025-01-26 23:14:47+00,2025-01-26 23:14:47+00
227,1731,,,,,,,,true,,2025-01-26 23:14:47+00,2025-01-26 23:14:47+00
228,1509,R5001020,417158,LADLED1W655L,500-1-В-6-55 лира,ДО-55w IP67 7835Лм 5000К 100х15°,Светильник светодиодный LAD LED R500-1-W-6-55L крепление на лире LADesign LADLED1W655L,нет фотографии,true,,2025-01-26 23:14:47+00,2025-01-26 23:14:47+00
229,1724,,,,,,,,true,,2025-01-26 23:14:47+00,2025-01-26 23:14:47+00
230,1474,R5001041,450035,LADLED1W670K,500-1-В-6-70 консоль,ДКУ-70w IP67 9450Лм 5000К 100х15°,"Светильник светодиодный LAD LED R500-1-W-6-70K 70Вт 5000К IP67 230В КСС типа ""Ш"" консольное крепление LADesign LADLED1W670K",нет фотографии,true,,2025-01-26 23:14:47+00,2025-01-26 23:14:47+00
231,1495,R5001034,1397814,LADLED1W670L,500-1-В-6-70 лира,ДО-70w IP67 9450Лм 5000К 100х15°,"Светильник светодиодный LAD LED R500-1-W-6-70L 70Вт 5000К IP67 230В КСС типа ""Ш"" крепление на лире LADesign LADLED1W670L",W,true,,2025-01-26 23:14:47+00,2025-01-26 23:14:47+00
232,1855,R5001176,553614,LADLED10106500L,500-10-10-6-500 лира,ДО-500w IP67 71225Лм 5000К 10°,Светильник LAD LED R500-10-10-6-500 L LADesign LADLED10106500L,,true,,2025-01-26 23:14:47+00,2025-01-26 23:14:47+00
233,1862,R5001279,1669689,LADLED10106700L,500-10-10-6-700 лира,ДО-700w IP67 94500Лм 5000К 10°,"Светильник светодиодный LAD LED R500-10-10-6-700L 700Вт 5000К IP67 230В КСС типа ""К"" крепление на лире LADesign LADLED10106700L",стандарт,true,,2025-01-26 23:14:47+00,2025-01-26 23:14:47+00
234,1852,R5001179,1669653,LADLED10LS6500L,500-10-120-6-500 лира,ДО-500w IP67 71225Лм 5000К 120°,"Светильник светодиодный LAD LED R500-10-120-6-500L 500Вт 5000К IP67 230В КСС типа ""Д"" крепление на лире LADesign LADLED10LS6500L",стандарт;нет фотографии,true,,2025-01-26 23:14:47+00,2025-01-26 23:14:47+00
235,1859,R5001329,1364898,LADLED10LS6700L,500-10-120-6-700 лира,ДО-700w IP67 94500Лм 5000К 120°,"Светильник светодиодный LAD LED R500-10-120-6-700L 700Вт 5000К IP67 230В КСС типа ""Д"" крепление на лире LADesign LADLED10LS6700L",спец;8 мод Мощность 700Вт,true,,2025-01-26 23:14:47+00,2025-01-26 23:14:47+00
236,1854,R5001177,548573,LADLED10306500L,500-10-30-6-500 лира,ДО-500w IP67 71225Лм 5000К 30°,"Светильник светодиодный LAD LED R500-10-30-6-500L 500Вт 5000К IP67 230В КСС типа ""Г"" крепление на лире LADesign LADLED10306500L",,true,,2025-01-26 23:14:47+00,2025-01-26 23:14:47+00
237,1861,R5001327,,LADLED10306700L,500-10-30-6-700 лира,ДО-700w IP67 94500Лм 5000К 30°,,,true,,2025-01-26 23:14:47+00,2025-01-26 23:14:47+00
238,1853,R5001178,1347797,LADLED10606500L,500-10-60-6-500 лира,ДО-500w IP67 71225Лм 5000К 60°,"Светильник светодиодный LAD LED R500-10-60-6-500L 500Вт 5000К IP67 230В КСС типа ""Г"" крепление на лире LADesign LADLED10606500L",,true,,2025-01-26 23:14:47+00,2025-01-26 23:14:47+00
239,1860,R5001328,1403700,LADLED10606700L,500-10-60-6-700 лира,ДО-700w IP67 94500Лм 5000К 60°,"Светильник светодиодный LAD LED R500-10-60-6-700L 700Вт 5000К IP67 230В КСС типа ""Г"" крепление на лире LADesign LADLED10606700L",,true,,2025-01-26 23:14:47+00,2025-01-26 23:14:47+00
240,1851,R5001182,1669655,LADLED10M6500L,500-10-М-6-500 лира,ДО-500w IP67 71225Лм 5000К 60х120°,"Светильник светодиодный LAD LED R500-10-M-6-500L 500Вт 5000К IP67 230В КСС типа ""Ш"" крепление на лире LADesign LADLED10M6500L",стандарт;нет фотографии,true,,2025-01-26 23:14:47+00,2025-01-26 23:14:47+00
241,1858,R5001330,1669690,LADLED10M6700L,500-10-M-6-700 лира,ДО-700w IP67 94500Лм 5000К 150°х170°,"Светильник светодиодный LAD LED R500-10-M-6-700L 700Вт 5000К IP67 230В КСС типа ""Ш"" крепление на лире LADesign LADLED10M6700L",стандарт;нет фотографии,true,,2025-01-26 23:14:47+00,2025-01-26 23:14:47+00
242,1849,,1669654,LADLED10O6500L,,,Светильник светодиодный LAD LED R500-10-O-6-500L 500Вт 5000К IP67 230В рассеиват. опал крепление на лире LADesign LADLED10O6500L,стандарт;нет фотографии,true,,2025-01-26 23:14:47+00,2025-01-26 23:14:47+00
243,1856,R5001332,,LADLED10О6700L,500-10-O-6-700 лира,ДО-700w IP67 94500Лм 5000К 120° О,,,true,,2025-01-26 23:14:47+00,2025-01-26 23:14:47+00
244,1850,R5001181,560642,LADLED10W6500L,500-10-В-6-500 лира,ДО-500w IP67 71225Лм 5000К 100х15°,"Светильник светодиодный LAD LED R500-10-W-6-500L 500Вт 5000К IP67 230В КСС типа ""Ш"" крепление на лире LADesign LADLEDR500-10-W-6-500L",,true,,2025-01-26 23:14:47+00,2025-01-26 23:14:47+00
245,1857,R5001331,1669691,LADLED10W6700L,500-10-В-6-700 лира,ДО-700w IP67 94500Лм 5000К 100°х15°,"Светильник светодиодный LAD LED R500-10-W-6-700L 700Вт 5000К IP67 230В КСС типа ""Ш"" крепление на лире LADesign LADLED10W6700L",стандарт;нет фотографии,true,,2025-01-26 23:14:47+00,2025-01-26 23:14:47+00
246,1876,R5001183,1669656,LADLED12106600L,500-12-10-6-600 лира,ДО-600w IP67 85470Лм 5000К 10°,"Светильник светодиодный LAD LED R500-12-10-6-600L 600Вт 5000К IP67 230В КСС типа ""К"" крепление на лире LADesign LADLED12106600L",стандарт;нет фотографии,true,,2025-01-26 23:14:47+00,2025-01-26 23:14:47+00
247,1869,R5001333,1669693,LADLED12106850L,500-12-10-6-850 лира,ДО-850w IP67 114750Лм 5000К 10°,"Светильник светодиодный LAD LED R500-12-10-6-850L 840Вт 5000К IP67 230В КСС типа ""К"" крепление на лире LADesign LADLED12106850L",стандарт;нет фотографии,true,,2025-01-26 23:14:47+00,2025-01-26 23:14:47+00
248,1873,R5001186,1554824,LADLED12LS6600L,500-12-120-6-600 лира,ДО-600w IP67 85470Лм 5000К 120°,Светильник светодиодный уличный LADLEDR 500-12-120-6-600L LADesign LADLED12LS6600L,стандарт,true,,2025-01-26 23:14:47+00,2025-01-26 23:14:47+00
249,1866,R5001336,1669694,LADLED12LS6850L,500-12-120-6-850 лира,ДО-850w IP67 114750Лм 5000К 120°,"Светильник светодиодный LAD LED R500-12-120-6-850L 840Вт 5000К IP67 230В КСС типа ""Д"" крепление на лире LADesign LADLED12LS6850L",стандарт;нет фотографии,true,,2025-01-26 23:14:47+00,2025-01-26 23:14:47+00
250,1875,R5001184,1375771,LADLED12306600L,500-12-30-6-600 лира,ДО-600w IP67 85470Лм 5000К 30°,Светильник LAD LED R500-12-30-6-600 L LADesign LADLED12306600L,,true,,2025-01-26 23:14:47+00,2025-01-26 23:14:47+00
251,1868,R5001334,1652397,LADLED12306850L,500-12-30-6-850 лира,ДО-850w IP67 114750Лм 5000К 30°,Светильник светодиодный LAD LED R500-12-30-6-850 L LADesign LADLED12306850L,стандарт;сами заводили;нет фотографии,true,,2025-01-26 23:14:47+00,2025-01-26 23:14:47+00
252,1874,R5001185,1669657,LADLED12606600L,500-12-60-6-600 лира,ДО-600w IP67 85470Лм 5000К 60°,"Светильник светодиодный LAD LED R500-12-60-6-600L 600Вт 5000К IP67 230В КСС типа ""Г"" крепление на лире LADesign LADLED12606600L",стандарт;нет фотографии,true,,2025-01-26 23:14:47+00,2025-01-26 23:14:47+00
253,1867,R5001335,1567999,LADLED12606850L,500-12-60-6-850 лира,ДО-850w IP67 114750Лм 5000К 60°,"Светильник светодиодный LAD LED R500-12-60-6-850L 840Вт 5000К IP67 230В КСС типа ""Г"" крепление на лире LADesign LADLED12606850L",стандарт;нет фотографии,true,,2025-01-26 23:14:47+00,2025-01-26 23:14:47+00
254,1872,R5001189,1669660,LADLED12M6600L,500-12-М-6-600 лира,ДО-600w IP67 85470Лм 5000К 60х120°,"Светильник светодиодный LAD LED R500-12-M-6-600L 600Вт 5000К IP67 230В КСС типа ""Ш"" крепление на лире LADesign LADLED12M6600L",стандарт;нет фотографии,true,,2025-01-26 23:14:47+00,2025-01-26 23:14:47+00
255,1865,R5001337,1669695,LADLED12M6850L,500-12-M-6-850 лира,ДО-850w IP67 114750Лм 5000К 150°х170°,"Светильник светодиодный LAD LED R500-12-M-6-850L 840Вт 5000К IP67 230В КСС типа ""Ш"" крепление на лире LADesign LADLED12M6850L",стандарт,true,,2025-01-26 23:14:47+00,2025-01-26 23:14:47+00
256,1870,,1669658,LADLED12O6600L,,,Светильник светодиодный LAD LED R500-12-O-6-600L 600Вт 5000К IP67 230В рассеиват. опал крепление на лире LADesign LADLED12O6600L,стандарт;нет фотографии,true,,2025-01-26 23:14:47+00,2025-01-26 23:14:47+00
257,1863,R5001339,1669697,LADLED12O6850L,500-12-O-6-850 лира,ДО-850w IP67 114750Лм 5000К 120° О,Светильник светодиодный LAD LED R500-12-O-6-850L 840Вт 5000К IP67 230В рассеиват. опал крепление на лире LADesign LADLED12O6850L,стандарт;нет фотографии,true,,2025-01-26 23:14:47+00,2025-01-26 23:14:47+00
258,1871,R5001188,1669659,LADLED12W6600L,500-12-В-6-600 лира,ДО-600w IP67 85470Лм 5000К 100х15°,"Светильник светодиодный LAD LED R500-12-W-6-600L 600Вт 5000К IP67 230В КСС типа ""Ш"" крепление на лире LADesign LADLED12W6600L",стандарт;нет фотографии,true,,2025-01-26 23:14:47+00,2025-01-26 23:14:47+00
259,1864,R5001338,1669696,LADLED12W6850L,500-12-В-6-850 лира,ДО-850w IP67 114750Лм 5000К 100°х15°,"Светильник светодиодный LAD LED R500-12-W-6-850L 840Вт 5000К IP67 230В КСС типа ""Ш"" крепление на лире LADesign LADLED12W6850L",стандарт;нет фотографии,true,,2025-01-26 23:14:47+00,2025-01-26 23:14:47+00
260,1890,R5001197,481314,LADLED141061000L,500-14-10-6-1000 лира,ДО-1000w IP67 135000Лм 5000К 10°,"Светильник светодиодный LAD LED R500-14-10-6-1000L 1000Вт 5000К IP67 230В КСС типа ""К"" крепление на лире LADesign LADLED141061000L",,true,,2025-01-26 23:14:47+00,2025-01-26 23:14:47+00
261,1883,R5001190,1669661,LADLED14106700L,500-14-10-6-700 лира,ДО-700w IP67 99715Лм 5000К 10°,"Светильник светодиодный LAD LED R500-14-10-6-700L 700Вт 5000К IP67 230В КСС типа ""К"" крепление на лире LADesign LADLED14106700L",стандарт;нет фотографии,true,,2025-01-26 23:14:47+00,2025-01-26 23:14:47+00
262,1887,R5001200,526612,LADLED14LS61000L,500-14-120-6-1000 лира,ДО-1000w IP67 135000Лм 5000К 120°,"Светильник светодиодный LAD LED R500-14-120-6-1000L 1000Вт 5000К IP67 230В КСС типа ""Д"" крепление на лире LADesign LADLED14LS61000L",,true,,2025-01-26 23:14:47+00,2025-01-26 23:14:47+00
263,1880,R5001193,1384429,LADLED14LS6700L,500-14-120-6-700 лира,ДО-700w IP67 99715Лм 5000К 120°,"Светильник светодиодный LAD LED R500-14-120-6-700L 700Вт 5000К IP67 230В КСС типа ""Д"" крепление на лире LADesign LADLED14LS6700L",,true,,2025-01-26 23:14:47+00,2025-01-26 23:14:47+00
264,1889,R5001198,540629,LADLED143061000L,500-14-30-6-1000 лира,ДО-1000w IP67 135000Лм 5000К 30°,"Светильник светодиодный LAD LED R500-14-30-6-1000L 1000Вт 5000К IP67 230В КСС типа ""Г"" крепление на лире LADesign LADLED143061000L",,true,,2025-01-26 23:14:47+00,2025-01-26 23:14:47+00
265,1882,R5001191,1669662,LADLED14306700L,500-14-30-6-700 лира,ДО-700w IP67 99715Лм 5000К 30°,"Светильник светодиодный LAD LED R500-14-30-6-700L 700Вт 5000К IP67 230В КСС типа ""Г"" крепление на лире LADesign LADLED14306700L",стандарт;нет фотографии,true,,2025-01-26 23:14:47+00,2025-01-26 23:14:47+00
266,1888,R5001199,540628,LADLED146061000L,500-14-60-6-1000 лира,ДО-1000w IP67 135000Лм 5000К 60°,"Светильник светодиодный LAD LED R500-14-60-6-1000L 1000Вт 5000К IP67 230В КСС типа ""Г"" крепление на лире LADesign LADLED146061000L",,true,,2025-01-26 23:14:47+00,2025-01-26 23:14:47+00
267,1881,R5001192,1669663,LADLED14606700L,500-14-60-6-700 лира,ДО-700w IP67 99715Лм 5000К 60°,"Светильник светодиодный LAD LED R500-14-60-6-700L 700Вт 5000К IP67 230В КСС типа ""Г"" крепление на лире LADesign LADLED14606700L",стандарт;нет фотографии,true,,2025-01-26 23:14:47+00,2025-01-26 23:14:47+00
268,1886,R5001203,567914,LADLED14M61000L,500-14-М-6-1000 лира,ДО-1000w IP67 135000Лм 5000К 150х70°,Светильник светодиодный LAD LED R500-14-M-6-1000L 1000Вт 5000К IP67 230В крепление на лире LADesign LADLED14M61000L,,true,,2025-01-26 23:14:47+00,2025-01-26 23:14:47+00
269,1879,R5001196,1669665,LADLED14M6700L,500-14-М-6-700 лира,ДО-700w IP67 99715Лм 5000К 60х120°,"Светильник светодиодный LAD LED R500-14-M-6-700L 700Вт 5000К IP67 230В КСС типа ""Ш"" крепление на лире LADesign LADLED14M6700L",стандарт;нет фотографии,true,,2025-01-26 23:14:47+00,2025-01-26 23:14:47+00
270,1884,,1669666,LADLED14O61000L,,,Светильник светодиодный LAD LED R500-14-O-6-1000L 1000Вт 5000К IP67 230В рассеиват. опал крепление на лире LADesign LADLED14O61000L,стандарт;нет фотографии,true,,2025-01-26 23:14:47+00,2025-01-26 23:14:47+00
271,1877,,1669664,LADLED14O6700L,,,Светильник светодиодный LAD LED R500-14-O-6-700L 700Вт 5000К IP67 230В рассеиват. опал крепление на лире LADesign LADLED14O6700L,стандарт;нет фотографии,true,,2025-01-26 23:14:47+00,2025-01-26 23:14:47+00
272,1885,R5001202,553613,LADLED14W61000L,500-14-В-6-1000 лира,ДО-1000w IP67 135000Лм 5000К 100х15°,Светильник LAD LED R500-14-W-6-1000 L LADesign LADLED14W61000L,стандарт;нет фотографии,true,,2025-01-26 23:14:47+00,2025-01-26 23:14:47+00
273,1878,R5001195,1385949,LADLED14W6700L,500-14-В-6-700 лира,ДО-700w IP67 99715Лм 5000К 100х15°,"Светильник светодиодный LAD LED R500-14-W-6-700L 700Вт 5000К IP67 230В КСС типа ""Ш"" крепление на лире LADesign LADLED14W6700L",стандарт,true,,2025-01-26 23:14:47+00,2025-01-26 23:14:47+00
274,1367,R5001113,454842,LADLED2101270K,500-2-10-12-70 консоль,ДКУ-70w IP67 10430Лм 5000К 10° 12V,"Светильник светодиодный LAD LED R500-2-10-12-70K 70Вт 5000К IP67 DC 12/24В КСС типа ""К"" консольное крепление LADesign LADLED2101270K",,true,,2025-01-26 23:14:47+00,2025-01-26 23:14:47+00
275,1591,R500E1116,1423156,LADLED2101270K2EX,500-2-10-12-70 2Ex консоль,ДКУ-70w IP65 10430Лм 5000К 10° 12V 2Ex,"Светильник взрывозащищенный LAD LED R500-2-10-12-70K 2Ex 70Вт 5000K IP65 12В КСС типа ""К"" консольное крепление LADesign LADLED2101270K2EX",,true,,2025-01-26 23:14:47+00,2025-01-26 23:14:47+00
276,1360,R5001106,454843,LADLED2101270L,500-2-10-12-70 лира,ДО-70w IP67 10430Лм 5000К 10° 12V,"Светильник светодиодный LAD LED R500-2-10-12-70L 70Вт 5000К IP67 DC 12/24В КСС типа ""К"" крепление на лире LADesign LADLED2101270L",,true,,2025-01-26 23:14:47+00,2025-01-26 23:14:47+00
277,1584,R500E1111,1423157,LADLED2101270L2EX,500-2-10-12-70 2Ex лира,ДО-70w IP65 10430Лм 5000К 10° 12V 2Ex,"Светильник взрывозащищенный LAD LED R500-2-10-12-70L 2Ex 70Вт 5000K IP65 12В КСС типа ""К"" крепление на лире LADesign LADLED2101270L2EX",,true,,2025-01-26 23:14:47+00,2025-01-26 23:14:47+00
278,1639,R500E1086,1423193,LADLED2103670K2EX,500-2-10-36-70 2Ex консоль,ДКУ-70w IP65 10430Лм 5000К 10° 36V 2Ex,"Светильник взрывозащищенный LAD LED R500-2-10-36-70K 2Ex 70Вт 5000K IP65 36В КСС типа ""К"" консольное крепление LADesign LADLED2103670K2EX",,true,,2025-01-26 23:14:47+00,2025-01-26 23:14:47+00
